platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Twitter,0,185,0,412,724,0.568275862,2611,220,0.084226646,0.572272635,0.987849137,4,165,37,1,1,1
Twitter,0,89,0,420,718,0.584144645,2276,174,0.076416337,0.302164142,0.481612837,333,127,48,1,1,1
Twitter,0,86,0,429,688,0.622641509,4802,200,0.041640641,0.843301273,0.857190493,291,107,91,1,1,1
Facebook,1,89,1,429,714,0.6,1816,204,0.112272977,0.349989332,0.84006724,144,151,7,1,0,1
Instagram,1,236,0,396,709,0.557746479,3855,205,0.0531639,0.229516562,0.812278367,441,155,115,1,1,1
Facebook,1,133,1,438,691,0.632947977,3996,163,0.040780585,0.530103777,0.459017253,149,168,94,1,1,1
Instagram,1,69,0,437,670,0.651266766,1411,181,0.128186969,0.135660513,0.895926318,158,145,28,0,1,1
Instagram,1,43,0,406,688,0.589259797,4765,203,0.04259337,0.797483967,0.367272229,409,48,78,1,0,1
Facebook,1,199,1,389,708,0.548660085,3380,225,0.066548358,0.680028251,0.408386918,268,153,23,1,1,1
Instagram,1,151,1,412,727,0.565934066,1846,205,0.110990796,0.770508905,0.255705196,446,2,148,0,1,1
Instagram,0,85,0,387,713,0.542016807,1338,213,0.159073936,0.3988782,0.448085076,450,76,112,1,1,1
Twitter,0,18,0,398,676,0.58788774,118,217,1.823529412,0.835003414,0.986500203,490,165,22,0,0,1
Instagram,0,100,0,418,708,0.589562764,1869,220,0.117647059,0.493548131,0.573240662,318,141,94,0,1,1
Facebook,0,145,0,424,715,0.592178771,2098,191,0.090995712,0.094699035,0.83109775,10,128,149,1,0,1
Facebook,1,94,1,409,663,0.615963855,1814,213,0.117355372,0.224029249,0.263342918,68,91,66,1,0,1
Instagram,0,100,0,401,685,0.584548105,1588,188,0.118313405,0.711052802,0.955920692,191,122,117,0,1,1
Twitter,0,29,1,390,702,0.554765292,3253,222,0.068223725,0.896422299,0.013173219,101,117,72,1,1,1
Twitter,0,248,1,399,706,0.564356436,543,202,0.371323529,0.095185592,0.930245219,451,10,5,1,0,1
Instagram,0,169,0,370,664,0.556390977,2375,199,0.083754209,0.864214791,0.89800389,31,167,64,1,1,1
Instagram,1,32,1,400,680,0.587371512,1527,224,0.146596859,0.799069829,0.067356216,201,3,21,1,0,1
Facebook,1,201,0,382,703,0.542613636,3568,197,0.055197534,0.35656106,0.604846727,265,161,108,0,1,1
Instagram,1,228,1,367,678,0.540500736,1270,200,0.157356412,0.689276804,0.785244052,107,192,115,0,0,1
Twitter,0,11,1,404,719,0.561111111,602,201,0.333333333,0.186951344,0.403807881,53,183,54,1,0,1
Instagram,1,117,0,401,692,0.578643579,3615,200,0.055309735,0.8133933,0.091857314,438,9,18,1,1,1
Facebook,0,93,1,404,701,0.575498575,2150,185,0.086006509,0.657339022,0.829399928,337,80,107,1,0,1
Facebook,1,154,1,381,680,0.559471366,3302,211,0.06388132,0.438829379,0.466498318,189,70,128,0,1,1
Facebook,1,166,0,401,660,0.606656581,388,205,0.526992288,0.864517316,0.263250101,238,102,47,1,0,1
Facebook,1,136,1,398,656,0.605783866,3681,207,0.056219446,0.139234501,0.07085544,438,191,141,1,0,1
Facebook,1,245,1,413,631,0.653481013,1603,195,0.121571072,0.845785632,0.640171845,342,140,16,0,1,1
Instagram,1,148,0,383,705,0.542492918,3283,206,0.06272838,0.023886407,0.042301861,337,21,95,0,0,1
Instagram,0,75,0,429,683,0.627192982,2697,185,0.068569311,0.753200404,0.791093864,290,55,29,1,0,1
Instagram,1,246,1,420,688,0.6095791,4435,205,0.046212804,0.573364077,0.770752004,322,121,120,0,1,1
Instagram,0,28,1,403,704,0.571631206,4152,209,0.050325066,0.696723273,0.322942701,320,192,110,1,0,1
Facebook,0,160,1,415,715,0.579608939,3834,186,0.048500652,0.412344526,0.472287342,272,91,97,0,0,1
Twitter,0,234,0,391,737,0.529810298,1306,201,0.153787299,0.864441126,0.669219606,41,96,119,0,0,1
Instagram,0,189,1,407,698,0.582260372,717,192,0.267409471,0.313149024,0.959123856,442,140,141,0,0,1
Twitter,0,116,1,404,700,0.576319544,3656,184,0.050314465,0.274955285,0.520151025,197,0,33,0,0,1
Instagram,1,14,1,375,708,0.528913963,2992,213,0.071166054,0.301750646,0.996679739,376,37,110,0,1,1
Instagram,1,1,1,398,712,0.558204769,314,180,0.571428571,0.774363843,0.325105789,120,185,85,0,1,1
Twitter,1,179,1,370,709,0.521126761,2281,222,0.097283085,0.495291731,0.526491947,394,152,107,1,1,1
Facebook,1,230,1,404,695,0.58045977,2623,205,0.078125,0.537085326,0.115615558,333,41,117,1,0,1
Instagram,0,116,0,419,735,0.569293478,888,202,0.227221597,0.831655418,0.556439574,496,84,110,0,1,1
Instagram,1,171,0,402,677,0.592920354,4343,207,0.047651934,0.833365552,0.53631331,283,160,57,0,0,1
Instagram,1,181,1,368,714,0.514685315,2490,240,0.096346849,0.161738105,0.848813914,294,184,17,1,1,1
Twitter,0,17,1,454,683,0.66374269,1923,209,0.108627859,0.549767673,0.996551584,181,36,110,1,1,1
Facebook,0,2,0,415,682,0.60761347,4030,186,0.046142396,0.126018206,0.986178112,99,184,102,0,0,1
Twitter,1,134,0,390,708,0.550070522,3064,200,0.065252855,0.868528471,0.236301196,10,97,139,0,1,1
Twitter,1,170,0,422,652,0.646248086,161,218,1.345679012,0.837005702,0.338445554,370,61,129,1,0,1
Facebook,0,209,1,408,719,0.566666667,2188,213,0.097304705,0.849348858,0.274657,232,130,27,0,0,1
Twitter,1,235,1,365,674,0.540740741,2352,212,0.090097748,0.7048585,0.199679551,441,29,119,1,0,1
Facebook,1,165,1,414,681,0.607038123,1484,215,0.144781145,0.466877306,0.150136013,116,194,122,0,0,1
Instagram,1,164,1,415,688,0.602322206,3893,202,0.051874679,0.404721226,0.511744013,423,190,41,0,1,1
Facebook,1,185,0,396,675,0.585798817,1738,199,0.114433583,0.395224564,0.872498782,499,81,2,0,0,1
Instagram,0,160,0,409,669,0.610447761,4221,184,0.043581241,0.066212789,0.589867568,387,22,86,0,0,1
Twitter,0,107,0,366,695,0.525862069,1909,208,0.108900524,0.948870286,0.87266365,63,199,140,1,0,1
Twitter,0,186,0,402,678,0.592047128,1371,164,0.119533528,0.450275657,0.959494628,175,65,56,1,0,1
Instagram,1,94,1,382,714,0.534265734,1978,227,0.114704396,0.930114899,0.383141421,453,188,130,1,1,1
Twitter,1,121,1,378,709,0.532394366,3396,204,0.060052988,0.879257539,0.835667807,485,1,113,1,0,1
Facebook,1,10,0,399,686,0.580786026,2455,219,0.089169381,0.828610388,0.052335219,82,154,37,1,1,1
Instagram,1,67,0,376,697,0.538681948,4260,208,0.048814832,0.588308885,0.481073153,414,175,58,1,1,1
Twitter,1,122,0,395,736,0.535956581,4958,207,0.041742287,0.101555886,0.368296521,1,62,27,0,0,1
Instagram,0,209,0,417,673,0.618694362,2288,215,0.093927479,0.32391145,0.204851886,298,4,25,0,1,1
Facebook,1,195,0,407,680,0.597650514,1237,199,0.160743134,0.603586209,0.43839281,216,128,83,1,0,1
Facebook,1,112,1,404,691,0.583815029,3175,192,0.060453401,0.013455808,0.443702535,241,149,90,0,0,1
Twitter,0,97,1,419,735,0.569293478,1207,195,0.161423841,0.042630914,0.808539593,296,73,64,1,0,1
Facebook,1,92,0,405,693,0.583573487,505,225,0.444664032,0.677663382,0.868918612,59,108,73,1,1,1
Instagram,0,215,0,424,763,0.554973822,3768,205,0.054391085,0.888202852,0.656950424,367,23,60,0,0,1
Facebook,0,21,0,414,766,0.539765319,4621,194,0.041973172,0.855163129,0.633388157,202,58,0,1,1,1
Instagram,0,193,1,392,668,0.585949178,1404,196,0.139501779,0.168145276,0.110182384,429,177,31,0,0,1
Instagram,0,171,1,400,640,0.624024961,1768,225,0.127190503,0.911233453,0.575261812,39,22,140,1,0,1
Facebook,0,126,1,418,654,0.638167939,3734,179,0.047925033,0.696302201,0.274444768,314,145,16,1,0,1
Twitter,1,133,0,422,699,0.602857143,701,197,0.280626781,0.716325954,0.294762728,44,88,88,1,1,1
Facebook,0,169,1,412,694,0.592805755,3205,205,0.063942608,0.304041201,0.094774652,297,21,51,0,0,1
Instagram,0,24,0,403,690,0.583212735,4146,201,0.048468773,0.715996776,0.635868153,118,43,113,0,1,1
Instagram,1,246,1,405,674,0.6,3006,192,0.063851014,0.709772278,0.58380841,491,43,46,0,0,1
Facebook,1,184,1,422,695,0.606321839,4791,199,0.041527546,0.594665526,0.220272567,404,36,31,0,1,1
Twitter,0,84,1,396,670,0.590163934,4122,219,0.053116663,0.357288403,0.263036924,130,6,94,1,0,1
Twitter,1,54,0,396,701,0.564102564,4083,223,0.05460333,0.811014438,0.773001186,449,23,122,0,0,1
Instagram,1,143,0,416,703,0.590909091,11,189,15.75,0.937517938,0.792933364,394,168,106,0,1,1
Instagram,0,94,1,398,715,0.555865922,4904,222,0.045259939,0.869888425,0.493084648,279,69,127,0,0,1
Twitter,0,141,0,383,719,0.531944444,2059,223,0.108252427,0.242979194,0.149002696,49,70,79,0,0,1
Facebook,1,166,0,395,712,0.553997195,3678,233,0.063332427,0.445673829,0.055592381,87,145,88,1,0,1
Instagram,0,155,0,380,657,0.577507599,2820,209,0.074087203,0.342414352,0.271468863,20,71,39,0,1,1
Instagram,0,223,0,391,667,0.585329341,973,199,0.204312115,0.70747955,0.731185783,408,59,27,1,1,1
Twitter,1,219,0,376,755,0.497354497,3793,209,0.055086979,0.831490338,0.600816632,387,179,80,0,1,1
Facebook,0,178,0,370,778,0.474967908,2455,202,0.082247557,0.215796132,0.718106769,231,176,30,0,1,1
Twitter,0,118,0,369,698,0.527896996,842,234,0.277580071,0.947275535,0.471747981,380,194,118,0,0,1
Facebook,0,176,1,404,710,0.568213783,4455,186,0.041741472,0.677329133,0.754705882,42,44,86,0,0,1
Facebook,0,8,0,395,672,0.58692422,285,196,0.685314685,0.218447872,0.480805794,430,136,30,0,1,1
Facebook,0,185,0,369,720,0.511789182,2436,200,0.082068117,0.371094611,0.084014753,22,115,3,0,0,1
Instagram,1,172,1,401,731,0.547814208,2832,209,0.073773385,0.104606858,0.079858295,443,153,106,0,1,1
Twitter,1,149,1,415,660,0.627836611,4521,177,0.039141973,0.597068985,0.831502719,215,153,106,0,0,1
Twitter,0,159,1,415,685,0.604956268,1030,184,0.178467507,0.169191523,0.629624334,276,29,106,0,1,1
Facebook,1,196,1,407,675,0.602071006,4452,189,0.042443297,0.693089938,0.279127059,193,26,116,1,1,1
Instagram,0,214,0,412,681,0.604105572,2967,194,0.065363881,0.737246743,0.757175438,214,131,78,0,1,1
Instagram,0,196,1,374,722,0.517289073,554,181,0.326126126,0.479334818,0.135735308,178,178,22,0,0,1
Twitter,0,41,1,407,701,0.57977208,268,182,0.676579926,0.093816771,0.645243459,142,82,104,0,1,1
Instagram,0,52,0,435,681,0.637829912,1241,222,0.178743961,0.61087319,0.98948595,313,97,115,1,1,1
Instagram,0,223,0,465,709,0.654929577,4160,199,0.047825042,0.372205252,0.150019546,25,69,54,1,0,1
Facebook,1,186,0,404,637,0.63322884,2490,201,0.080690486,0.949647471,0.141944875,217,78,143,0,0,1
Instagram,1,73,1,401,690,0.580318379,2589,203,0.078378378,0.513205707,0.467834411,475,137,57,0,0,1
Facebook,0,38,0,405,726,0.557083906,470,179,0.380042463,0.072266069,0.642661408,58,117,106,1,1,1
Twitter,1,121,1,414,720,0.574202497,3288,197,0.059896625,0.636049083,0.026546336,345,105,0,1,0,1
Instagram,0,14,0,417,697,0.597421203,3937,213,0.05408837,0.779353703,0.499670912,44,35,126,0,1,1
Twitter,1,198,0,382,684,0.557664234,2020,178,0.08807521,0.160502809,0.083170352,449,45,93,1,0,1
Twitter,0,156,1,365,676,0.539143279,2024,219,0.108148148,0.449057364,0.241323777,418,103,133,0,1,1
Instagram,1,122,0,389,760,0.511169514,1590,215,0.135135135,0.743196953,0.71239762,223,133,51,1,1,1
Instagram,0,110,0,400,684,0.583941606,4974,204,0.041005025,0.020493615,0.738864948,349,107,18,0,1,1
Twitter,0,130,0,379,709,0.533802817,2061,194,0.094083414,0.028969796,0.729732451,255,103,101,0,0,1
Instagram,1,82,0,396,670,0.590163934,4318,200,0.046307016,0.676912067,0.065146334,109,69,18,0,1,1
Facebook,1,9,0,404,695,0.58045977,1420,185,0.130190007,0.725126498,0.786763109,319,88,38,0,1,1
Facebook,0,91,1,420,703,0.596590909,881,214,0.242630385,0.845869437,0.432207005,339,2,107,0,1,1
Instagram,1,28,1,416,688,0.603773585,839,213,0.253571429,0.399599816,0.47530958,249,177,64,1,0,1
Twitter,0,206,0,415,659,0.628787879,752,189,0.250996016,0.389776665,0.419690473,76,41,46,0,0,1
Instagram,1,34,1,430,663,0.647590361,270,221,0.815498155,0.552367973,0.857022375,282,109,140,1,0,1
Instagram,1,5,1,387,705,0.54815864,3370,218,0.064669238,0.757326955,0.679970363,86,181,73,1,1,1
Twitter,0,139,1,389,723,0.537292818,4828,220,0.045558087,0.640992197,0.500025842,249,166,71,1,1,1
Twitter,1,110,0,400,707,0.564971751,4712,206,0.04370889,0.327323304,0.834287022,207,117,147,1,0,1
Facebook,1,37,0,401,696,0.575322812,3504,169,0.048216833,0.346547256,0.805363496,158,54,85,0,1,1
Twitter,0,76,0,384,670,0.572280179,3961,200,0.050479556,0.763004936,0.005044164,11,138,8,1,0,1
Facebook,1,92,1,401,717,0.558495822,2076,200,0.09629273,0.534646662,0.478879965,224,113,119,1,0,1
Twitter,0,146,1,373,665,0.56006006,1313,185,0.140791476,0.097976176,0.04224611,357,29,113,1,0,1
Instagram,0,66,0,393,706,0.555869873,2285,184,0.080489939,0.152994954,0.307186482,300,107,0,0,0,1
Facebook,0,135,0,394,671,0.586309524,384,247,0.641558442,0.851190376,0.803837343,383,80,10,0,0,1
Facebook,0,7,1,390,721,0.540166205,4181,190,0.045432807,0.998803432,0.944052352,31,183,104,1,0,1
Facebook,0,246,1,407,706,0.575671853,4342,204,0.046972139,0.335682906,0.242066661,53,156,0,1,0,1
Instagram,1,121,0,413,751,0.549202128,2809,213,0.075800712,0.386701662,0.021425149,449,16,80,0,1,1
Instagram,0,83,1,397,723,0.548342541,804,188,0.233540373,0.154488025,0.402336344,241,32,122,1,1,1
Instagram,0,174,1,384,703,0.545454545,4336,228,0.052570902,0.235713084,0.335118839,368,101,50,0,0,1
Instagram,1,131,1,403,739,0.544594595,1097,208,0.189435337,0.424629846,0.676966183,114,20,16,1,1,1
Instagram,1,178,1,427,702,0.607396871,3743,197,0.052617521,0.284389644,0.495057672,470,110,102,1,0,1
Facebook,1,84,1,406,691,0.586705202,4484,186,0.041471572,0.701424855,0.398847263,287,9,106,0,1,1
Instagram,0,194,1,396,710,0.556962025,3720,204,0.054823972,0.537849442,0.229555598,398,102,119,0,0,1
Facebook,0,44,1,360,707,0.508474576,4772,212,0.04441651,0.822297128,0.828480399,103,38,111,1,1,1
Instagram,0,135,0,422,733,0.57493188,2697,193,0.07153447,0.724524918,0.248389287,310,77,22,0,0,1
Twitter,1,86,0,378,688,0.54862119,4267,179,0.041940019,0.128100612,0.054734979,296,174,125,1,1,1
Facebook,0,15,1,405,696,0.581061693,809,183,0.225925926,0.123388966,0.564610508,126,85,58,0,0,1
Twitter,1,76,1,417,691,0.602601156,2152,206,0.095680446,0.895648639,0.317348746,39,51,105,0,0,1
Facebook,0,194,1,400,730,0.547195622,3294,222,0.06737481,0.819511239,0.712435137,71,40,93,0,1,1
Twitter,1,239,0,400,705,0.566572238,1306,191,0.14613619,0.467917323,0.080871668,234,174,24,1,0,1
Instagram,0,8,0,430,695,0.617816092,3460,198,0.057208899,0.130364135,0.966307564,369,86,144,1,0,1
Instagram,0,59,1,393,771,0.509067358,2420,208,0.085914911,0.898576291,0.186858016,432,198,109,1,0,1
Instagram,0,77,0,406,713,0.568627451,4225,190,0.044959773,0.230700557,0.357056897,469,87,18,0,1,1
Facebook,1,76,1,400,724,0.551724138,1197,196,0.16360601,0.035534775,0.48095496,246,170,81,1,1,1
Twitter,1,244,1,403,698,0.576537911,4568,214,0.046837382,0.924239525,0.890117509,293,36,45,0,1,1
Instagram,0,248,1,418,661,0.63141994,3525,189,0.053601815,0.808935621,0.722540887,246,122,34,0,1,1
Twitter,0,70,1,414,652,0.633996937,1526,200,0.130975769,0.693481692,0.144828465,311,63,22,0,1,1
Twitter,0,14,1,381,704,0.540425532,1600,184,0.11492817,0.034030357,0.438613625,33,198,108,0,0,1
Instagram,1,70,1,414,718,0.575799722,1045,197,0.18833652,0.528431178,0.542911865,128,187,43,1,0,1
Instagram,0,101,1,418,738,0.565629229,2154,213,0.098839907,0.653636155,0.702125724,9,152,8,1,1,1
Twitter,0,225,0,397,708,0.559943583,1868,203,0.108614232,0.759347241,0.571814332,167,118,89,1,1,1
Instagram,0,168,1,396,732,0.540245566,1376,214,0.155410312,0.471073885,0.457334887,271,149,92,0,1,1
Instagram,0,21,0,408,684,0.595620438,612,209,0.340946166,0.9533493,0.76554765,215,170,41,1,0,1
Instagram,1,151,1,418,699,0.597142857,3317,191,0.057564798,0.244781061,0.378057628,429,123,146,0,0,1
Facebook,1,112,1,409,713,0.572829132,1599,199,0.124375,0.069734917,0.987172708,407,198,92,1,1,1
Twitter,0,228,0,386,683,0.564327485,4950,189,0.038174106,0.332766245,0.947782508,239,197,116,1,1,1
Twitter,0,171,0,387,675,0.572485207,1978,212,0.107124811,0.66180487,0.707380405,13,35,126,1,1,1
Facebook,1,0,1,419,671,0.623511905,4398,205,0.0466015,0.737157204,0.882611924,89,45,34,1,0,1
Twitter,1,9,0,404,692,0.582972583,639,189,0.2953125,0.738496897,0.393175516,422,21,135,1,1,1
Instagram,0,234,1,434,722,0.600276625,4167,188,0.045105566,0.110673828,0.581470221,17,34,110,1,1,1
Twitter,1,207,1,409,761,0.536745407,1923,205,0.106548857,0.885089455,0.272655164,339,112,42,0,0,1
Instagram,1,109,0,381,697,0.545845272,646,201,0.310664606,0.280833703,0.885639303,168,174,44,0,1,1
Facebook,0,199,0,386,693,0.556195965,4270,191,0.044720206,0.209911108,0.471025038,55,32,133,0,1,1
Instagram,1,183,0,392,691,0.566473988,1999,162,0.081,0.614457477,0.536143612,163,140,12,1,1,1
Twitter,1,112,0,457,702,0.650071124,90,210,2.307692308,0.211849074,0.864567465,151,55,10,0,0,1
Twitter,0,216,1,413,689,0.598550725,3279,213,0.064939024,0.508038493,0.797278508,89,66,101,1,0,1
Twitter,0,49,0,382,706,0.540311174,2367,198,0.083614865,0.407029697,0.321743198,284,12,134,0,0,1
Facebook,1,11,0,391,691,0.565028902,824,209,0.253333333,0.232034263,0.087427604,495,49,54,1,0,1
Facebook,0,88,0,407,728,0.55829904,551,181,0.327898551,0.292059633,0.162093202,21,184,18,1,1,1
Twitter,1,208,0,417,712,0.584852735,60,193,3.163934426,0.427407231,0.339095853,266,27,106,0,0,1
Instagram,0,187,0,416,760,0.546649146,4223,206,0.048768939,0.346160346,0.30529083,296,103,5,1,0,1
Facebook,1,153,1,427,705,0.604815864,4179,205,0.049043062,0.381575784,0.038310549,432,97,8,1,0,1
Twitter,0,237,1,395,695,0.567528736,1244,210,0.168674699,0.735434622,0.43206514,245,95,147,0,0,1
Twitter,1,111,0,393,742,0.528936743,3480,201,0.057742028,0.168379913,0.105850337,138,86,24,0,1,1
Facebook,1,77,0,412,670,0.614008942,946,219,0.2312566,0.627618587,0.220889719,51,87,49,0,0,1
Facebook,1,168,1,361,717,0.502785515,1641,196,0.119366626,0.678157776,0.787483177,66,192,71,0,0,1
Facebook,0,163,0,417,698,0.596566524,1953,203,0.103889458,0.802087046,0.494879547,84,151,65,0,0,1
Instagram,0,120,1,387,695,0.556034483,2634,221,0.083870968,0.847327175,0.372953056,249,194,56,1,0,1
Instagram,1,22,1,371,697,0.531518625,3502,211,0.060234085,0.158665543,0.185435334,330,124,21,1,0,1
Twitter,1,170,0,384,680,0.563876652,890,233,0.261503928,0.138260761,0.866280106,391,80,55,0,1,1
Facebook,0,133,1,377,651,0.578220859,574,204,0.354782609,0.614771013,0.903689782,414,6,35,1,0,1
Instagram,0,238,0,365,708,0.514809591,513,193,0.375486381,0.756916551,0.518678017,122,73,67,0,0,1
Facebook,0,196,0,402,693,0.57925072,4161,202,0.048534358,0.27232643,0.921274717,201,82,0,1,1,1
Twitter,0,170,1,402,687,0.584302326,1965,179,0.091047813,0.525847206,0.464788963,5,23,47,1,0,1
Instagram,0,24,1,435,688,0.631349782,4052,210,0.051813472,0.772239431,0.107242474,336,136,57,1,1,1
Instagram,0,17,0,392,725,0.539944904,2231,222,0.099462366,0.767503108,0.017039576,485,113,47,0,1,1
Instagram,1,189,1,376,709,0.529577465,2284,191,0.083588621,0.653820166,0.128377806,198,14,98,1,1,1
Twitter,0,140,0,406,685,0.591836735,4985,197,0.03951063,0.078787696,0.622656333,223,112,125,0,1,1
Facebook,1,42,1,366,704,0.519148936,612,203,0.331158238,0.05064386,0.320905197,12,183,113,0,1,1
Instagram,0,77,1,395,713,0.553221289,438,211,0.480637813,0.38844531,0.648309003,5,121,89,0,1,1
Twitter,0,27,0,396,735,0.538043478,1460,179,0.122518823,0.026687426,0.507976123,450,85,112,1,0,1
Facebook,1,145,0,402,702,0.571834993,524,177,0.337142857,0.904144332,0.333012575,410,144,106,1,1,1
Twitter,1,58,0,430,658,0.652503794,3578,217,0.060631461,0.020144665,0.218679799,120,18,104,1,0,1
Facebook,0,187,1,383,720,0.531206657,4896,226,0.046150705,0.029612862,0.081043744,44,8,132,0,1,1
Twitter,1,62,0,375,713,0.525210084,3399,205,0.060294118,0.165327378,0.782391061,361,63,17,0,0,1
Facebook,1,184,0,389,695,0.558908046,2262,191,0.084401237,0.627015132,0.819004181,25,184,111,0,1,1
Instagram,1,91,1,402,691,0.580924855,1024,222,0.216585366,0.541554141,0.541450813,3,37,39,0,0,1
Facebook,1,178,1,389,711,0.546348315,1580,181,0.114484503,0.659487137,0.157094673,292,135,101,0,1,1
Twitter,0,55,0,443,658,0.672230653,322,199,0.616099071,0.893555141,0.263529046,276,133,112,0,0,1
Twitter,1,154,0,361,703,0.512784091,3127,201,0.064258312,0.454945651,0.955145243,498,176,57,1,0,1
Facebook,0,159,0,376,669,0.56119403,2832,175,0.061771973,0.043875976,0.225940794,283,101,84,0,0,1
Instagram,0,110,0,407,724,0.56137931,4276,214,0.050035071,0.763496625,0.056804801,209,172,45,1,1,1
Instagram,0,136,1,398,716,0.555090656,2428,212,0.087278716,0.811964463,0.550049472,287,148,71,0,0,1
Facebook,0,231,1,395,713,0.553221289,2981,196,0.0657277,0.04988836,0.261913958,358,92,32,0,1,1
Facebook,1,223,0,417,685,0.60787172,3758,218,0.057994147,0.242849294,0.957434903,180,33,66,1,0,1
Twitter,1,211,0,399,723,0.551104972,450,202,0.44789357,0.770596799,0.574767894,252,139,112,1,1,1
Instagram,0,219,0,391,708,0.551480959,1285,177,0.137636081,0.376155239,0.965814735,416,38,83,1,1,1
Facebook,0,224,1,392,678,0.577319588,3519,186,0.052840909,0.472651398,0.78557663,281,95,38,1,0,1
Instagram,0,67,0,411,710,0.578059072,1661,207,0.124548736,0.823175742,0.723084806,144,5,70,1,0,1
Facebook,0,45,0,405,724,0.55862069,904,196,0.216574586,0.094619538,0.830364583,439,80,4,1,1,1
Facebook,1,248,1,412,722,0.569847856,1178,206,0.174724343,0.677284324,0.604885534,115,31,0,1,1,1
Instagram,0,225,1,426,713,0.596638655,330,211,0.637462236,0.214984387,0.011121293,348,187,124,0,1,1
Facebook,1,239,0,397,759,0.522368421,637,201,0.315047022,0.062651431,0.392464783,467,135,134,0,0,1
Facebook,0,66,0,437,714,0.611188811,1890,182,0.096245373,0.662497846,0.219018088,29,165,112,0,0,1
Twitter,0,153,1,435,672,0.646359584,1868,195,0.104333868,0.121412253,0.434312673,376,146,7,0,0,1
